X1 cel rozszerzone
0.0 0.0 0.8339550127755521
1.0 1.3862943611198906 1.032237928285393
2.0 2.1972245773362196 2.1841031408464477
3.0 2.772588722239781 2.8964341781486063
4.0 3.2188758248682006 3.3182483004031287
5.0 3.58351893845611 3.6260288995011707
6.0 3.8918202981106265 3.879283343322431
7.0 4.1588830833596715 4.1014026960656365
8.0 4.394449154672439 4.3030262414828115
9.0 4.605170185988092 4.489595522660821
10.0 4.795790545596741 4.664180054717431
11.0 4.969813299576001 4.828667628784569
12.0 5.1298987149230735 4.98431479357339
13.0 5.278114659230517 5.132020900543809
14.0 5.41610040220442 5.27247276119301
15.0 5.545177444479562 5.40622467001498
16.0 5.666426688112432 5.533744373199065
17.0 5.780743515792329 5.655440294264988
18.0 5.8888779583328805 5.771678070412941
19.0 5.991464547107982 5.882790816845645
20.0 6.089044875446846 5.989085629289295
21.0 6.182084906716632 6.090847794503398
22.0 6.270988431858299 6.188343590921532
23.0 6.3561076606958915 6.281822219399257
24.0 6.437751649736401 6.371517199419247
25.0 6.516193076042964 6.457647440849136
26.0 6.591673732008658 6.540418123139483
27.0 6.664409020350408 6.620021464215128
28.0 6.734591659972948 6.696637429424687
29.0 6.802394763324311 6.770434410269218
30.0 6.8679744089702925 6.841569889242293
31.0 6.931471805599453 6.910191098478192
32.0 6.9930151229329605 6.976435674421993
33.0 7.052721049232323 7.040432307361285
34.0 7.110696122978827 7.102301382700556
35.0 7.16703787691222 7.162155609848269
36.0 7.221835825288449 7.2201006342026135
37.0 7.275172319452771 7.276235627743724
38.0 7.327123292259293 7.330653854013248
39.0 7.3777589082278725 7.3834432036794935
40.0 7.427144133408616 7.434686697373857
41.0 7.475339236566737 7.484462952991793
42.0 7.522400231387125 7.532846615146808
43.0 7.568379267836522 7.579908744929235
44.0 7.613324979540639 7.625717168543163
45.0 7.65728279297819 7.670336783772196
46.0 7.700295203420117 7.7138298235604355
47.0 7.742402021815782 7.756256076295908
48.0 7.783640596221253 7.797673062659019
49.0 7.824046010856292 7.838136169159505
50.0 7.8636512654486515 7.87769873874423
51.0 7.902487437162855 7.916412119127219
52.0 7.940583827104244 7.954325669784776
53.0 7.977968093128549 7.991486728883814
54.0 8.014666370464942 8.027940541780128
55.0 8.0507033814703 8.063730153143705
56.0 8.0861025356691 8.098896265245498
57.0 8.120886021092838 8.133477065477436
58.0 8.15507488781144 8.167508026774122
59.0 8.1886891244442 8.201021685256588
60.0 8.221747728346623 8.234047400116957
61.0 8.254268770090183 8.266611101495226
62.0 8.286269452783065 8.298735032847443
63.0 8.317766166719343 8.330437495045413
64.0 8.348774539791274 8.361732600153466
65.0 8.37930948405285 8.392630043464314
66.0 8.409385238781931 8.423134902905577
67.0 8.439015410352214 8.453247475309139
68.0 8.46821300919452 8.482963159222225
69.0 8.496990484098719 8.512272393886203
70.0 8.525359754082631 8.541160663671755
71.0 8.55333223803211 8.56960857659619
72.0 8.580918882296782 8.597592024526678
73.0 8.60813018640834 8.625082431268346
74.0 8.63497622707262 8.652047092939831
75.0 8.661466680572662 8.67844961285964
76.0 8.687610843707368 8.704250430634463
77.0 8.713417653379183 8.729407442308652
78.0 8.738895704934043 8.753876705380058
79.0 8.764053269347762 8.777613219312936
80.0 8.788898309344878 8.800571769007046
81.0 8.813438494528507 8.822707815653736
82.0 8.837681215593197 8.843978416676263
83.0 8.861633597686627 8.864343154166406
84.0 8.885302512980633 8.883765049539647
85.0 8.908694592507015 8.902211441165893
86.0 8.931816237309167 8.919654801593424
87.0 8.954673628956414 8.936073471734971
88.0 8.97727273946428 8.951452291046001
89.0 8.99961934066053 8.965783105267754
90.0 9.0217190130337 8.979065136650798
91.0 9.043577154098081 8.991305205592145
92.0 9.065198986306513 9.002517797140534
93.0 9.086589564540008 9.012724970649789
94.0 9.107753783201082 9.021956115768766
95.0 9.128696382935672 9.03024756272217
96.0 9.149421957006766 9.03764205924318
97.0 9.169934957341145 9.0441881303718
98.0 9.19023970026918 9.04993934047355
99.0 9.210340371976184 9.054953479144888
