X1 X2 cel rozszerzone
-1.0 -1.0 12.0 10.914362513465843
-1.0 -0.9047619047619048 11.047619047619047 10.01180133026616
-1.0 -0.8095238095238095 10.095238095238095 9.107935207254037
-1.0 -0.7142857142857143 9.142857142857142 8.202105518929022
-1.0 -0.6190476190476191 8.190476190476192 7.293168906406674
-1.0 -0.5238095238095238 7.238095238095239 6.379000095541452
-1.0 -0.4285714285714286 6.285714285714286 5.455309919738922
-1.0 -0.33333333333333337 5.333333333333334 4.512615650326134
-1.0 -0.23809523809523814 4.380952380952381 3.5289584137052272
-1.0 -0.1428571428571429 3.4285714285714293 2.4813931360088066
-1.0 -0.04761904761904767 2.4761904761904767 1.61798817362925
-1.0 0.04761904761904745 1.5238095238095255 0.7512669985794443
-1.0 0.1428571428571428 0.5714285714285721 -0.11291929288027791
-1.0 0.23809523809523814 -0.3809523809523814 -0.8548159476614396
-1.0 0.33333333333333326 -1.333333333333333 -1.6925918647425853
-1.0 0.4285714285714284 -2.285714285714284 -2.5643702225633525
-1.0 0.5238095238095237 -3.2380952380952372 -3.4494391948771534
-1.0 0.6190476190476191 -4.190476190476192 -4.3405190213491744
-1.0 0.7142857142857142 -5.1428571428571415 -5.234632855316277
-1.0 0.8095238095238093 -6.095238095238093 -6.130408924199141
-1.0 0.9047619047619047 -7.047619047619046 -7.027154424213791
-1.0 1.0 -8.0 -7.924493512289556
-0.9047619047619048 -1.0 11.532879818594104 10.715352788927198
-0.9047619047619048 -0.9047619047619048 10.607709750566894 9.827087753697562
-0.9047619047619048 -0.8095238095238095 9.682539682539684 8.937472392517329
-0.9047619047619048 -0.7142857142857143 8.757369614512472 8.045858069304293
-0.9047619047619048 -0.6190476190476191 7.832199546485262 7.151139011615411
-0.9047619047619048 -0.5238095238095238 6.907029478458051 6.25130377533882
-0.9047619047619048 -0.4285714285714286 5.98185941043084 5.342402382178829
-0.9047619047619048 -0.33333333333333337 5.0566893424036286 4.416032442651534
-0.9047619047619048 -0.23809523809523814 4.1315192743764175 3.4540633732236743
-0.9047619047619048 -0.1428571428571429 3.206349206349207 2.4460070562947593
-0.9047619047619048 -0.04761904761904767 2.281179138321996 1.6075968264334786
-0.9047619047619048 0.04761904761904745 1.3560090702947862 0.7653934836453277
-0.9047619047619048 0.1428571428571428 0.4308390022675743 -0.07366599355733418
-0.9047619047619048 0.23809523809523814 -0.4943310657596376 -0.8179719680989567
-0.9047619047619048 0.33333333333333326 -1.4195011337868477 -1.65194599005206
-0.9047619047619048 0.4285714285714284 -2.344671201814057 -2.515464327965616
-0.9047619047619048 0.5238095238095237 -3.269841269841269 -3.389954766404191
-0.9047619047619048 0.6190476190476191 -4.195011337868482 -4.269155833323881
-0.9047619047619048 0.7142857142857142 -5.120181405895691 -5.150603329604415
-0.9047619047619048 0.8095238095238093 -6.045351473922901 -6.033205092590295
-0.9047619047619048 0.9047619047619047 -6.970521541950112 -6.916431751472059
-0.9047619047619048 1.0 -7.895691609977325 -7.800008599871976
-0.8095238095238095 -1.0 11.08390022675737 10.49836107058399
-0.8095238095238095 -0.9047619047619048 10.1859410430839 9.626330838405488
-0.8095238095238095 -0.8095238095238095 9.287981859410431 8.752960531393146
-0.8095238095238095 -0.7142857142857143 8.390022675736962 7.877633099977238
-0.8095238095238095 -0.6190476190476191 7.492063492063493 6.999313750496931
-0.8095238095238095 -0.5238095238095238 6.5941043083900235 6.116157820494075
-0.8095238095238095 -0.4285714285714286 5.696145124716553 5.224637805096257
-0.8095238095238095 -0.33333333333333337 4.798185941043084 4.3175402465425465
-0.8095238095238095 -0.23809523809523814 3.900226757369615 3.3804848624743213
-0.8095238095238095 -0.1428571428571429 3.0022675736961455 2.4131845346046235
-0.8095238095238095 -0.04761904761904767 2.104308390022676 1.5979910041761676
-0.8095238095238095 0.04761904761904745 1.2063492063492078 0.7787616341765812
-0.8095238095238095 0.1428571428571428 0.30839002267573745 -0.03695635309570223
-0.8095238095238095 0.23809523809523814 -0.5895691609977329 -0.7831793249086972
-0.8095238095238095 0.33333333333333326 -1.4875283446712015 -1.611249750001639
-0.8095238095238095 0.4285714285714284 -2.3854875283446697 -2.4643266561384327
-0.8095238095238095 0.5238095238095237 -3.28344671201814 -3.3261256947102713
-0.8095238095238095 0.6190476190476191 -4.1814058956916105 -4.191410142215928
-0.8095238095238095 0.7142857142857142 -5.079365079365078 -5.058215122322914
-0.8095238095238095 0.8095238095238093 -5.977324263038547 -5.925714463575349
-0.8095238095238095 0.9047619047619047 -6.875283446712017 -6.79353137495054
-0.8095238095238095 1.0 -7.773242630385488 -7.661484105052073
-0.7142857142857143 -1.0 10.653061224489797 10.264949839613477
-0.7142857142857143 -0.9047619047619048 9.782312925170068 9.411086297695672
-0.7142857142857143 -0.8095238095238095 8.91156462585034 8.555944590234771
-0.7142857142857143 -0.7142857142857143 8.040816326530612 7.698958055062097
-0.7142857142857143 -0.6190476190476191 7.170068027210885 6.839190931742618
-0.7142857142857143 -0.5238095238095238 6.299319727891157 5.975007362404613
-0.7142857142857143 -0.4285714285714286 5.428571428571429 5.103361285174661
-0.7142857142857143 -0.33333333333333337 4.557823129251701 4.218277766934213
-0.7142857142857143 -0.23809523809523814 3.6870748299319733 3.3089037226021056
-0.7142857142857143 -0.1428571428571429 2.8163265306122454 2.3827782472639165
-0.7142857142857143 -0.04761904761904767 1.9455782312925174 1.5890871701251204
-0.7142857142857143 0.04761904761904745 1.0748299319727908 0.7913317369655661
-0.7142857142857143 0.1428571428571428 0.2040816326530619 -0.00276938089661012
-0.7142857142857143 0.23809523809523814 -0.666666666666667 -0.749795093373667
-0.7142857142857143 0.33333333333333326 -1.537414965986394 -1.5695875453584487
-0.7142857142857143 0.4285714285714284 -2.4081632653061207 -2.4098863364603362
-0.7142857142857143 0.5238095238095237 -3.278911564625849 -3.256783179491928
-0.7142857142857143 0.6190476190476191 -4.149659863945579 -4.1060472969814805
-0.7142857142857143 0.7142857142857142 -5.020408163265305 -4.956187091874042
-0.7142857142857143 0.8095238095238093 -5.891156462585032 -5.806621781139079
-0.7142857142857143 0.9047619047619047 -6.761904761904761 -6.657112214826904
-0.7142857142857143 1.0 -7.63265306122449 -7.507558897946025
-0.6190476190476191 -1.0 10.240362811791384 10.017145319101378
