X1 cel podstawowe
-1.0 -29.0 -29.028924166256743
-0.9933110367892977 -28.880268299244257 -28.904591846733684
-0.9866220735785953 -28.76186988697986 -28.781825670808452
-0.979933110367893 -28.644795784833125 -28.660610448851557
-0.9732441471571907 -28.52903701443038 -28.540931107754986
-0.9665551839464883 -28.41458459739794 -28.422772689843594
-0.959866220735786 -28.30142955536213 -28.30612035183056
-0.9531772575250836 -28.189562909949267 -28.19095936381926
-0.9464882943143813 -28.07897568278568 -28.07727510835386
-0.939799331103679 -27.96965889549768 -27.965053079521475
-0.9331103678929766 -27.861603569711594 -27.854278882108815
-0.9264214046822743 -27.754800727053738 -27.74493823081697
-0.919732441471572 -27.649241389150436 -27.63701694953808
-0.9130434782608696 -27.544916577628012 -27.530500970698426
-0.9063545150501673 -27.441817314112782 -27.425376334672777
-0.8996655518394648 -27.339934620231066 -27.321629189275562
-0.8929765886287625 -27.23925951760919 -27.219245789335318
-0.8862876254180602 -27.139783027873474 -27.11821249635929
-0.8795986622073578 -27.041496172650234 -27.01851577829645
-0.8729096989966555 -26.944389973565798 -26.920142209407793
-0.8662207357859532 -26.84845545224648 -26.823078470254497
-0.8595317725752508 -26.753683630318605 -26.727311347815345
-0.8528428093645485 -26.66006552940849 -26.632827735746964
-0.8461538461538461 -26.567592171142465 -26.53961463480189
-0.8394648829431438 -26.476254577146847 -26.44765915342183
-0.8327759197324415 -26.386043769047948 -26.35694850852461
-0.8260869565217391 -26.296950768472094 -26.267470026512093
-0.8193979933110368 -26.208966597045613 -26.179211144514547
-0.8127090301003345 -26.12208227639482 -26.092159411912963
-0.8060200668896321 -26.036288828146034 -26.006302492161463
-0.7993311036789298 -25.95157727392558 -25.921628164946874
-0.7926421404682275 -25.867938635359778 -25.83812432870589
-0.7859531772575251 -25.785363934074944 -25.755779003446673
-0.7792642140468228 -25.703844191697407 -25.674580333217918
-0.7725752508361204 -25.62337042985348 -25.594516573309196
-0.7658862876254181 -25.543933670169494 -25.51557624816679
-0.7591973244147157 -25.465524934271755 -25.43774773475638
-0.7525083612040133 -25.3881352437866 -25.36101982105815
-0.745819397993311 -25.311755620340342 -25.28538134994472
-0.7391304347826086 -25.236377085559297 -25.210821328649324
-0.7324414715719063 -25.161990661069797 -25.13732894274167
-0.725752508361204 -25.088587368498157 -25.064893561095953
-0.7190635451505016 -25.016158229470697 -24.993504750581717
-0.7123745819397993 -24.944694265613737 -24.923152291920083
-0.705685618729097 -24.874186498553602 -24.853826198280682
-0.6989966555183946 -24.804625949916613 -24.785516737077746
-0.6923076923076923 -24.736003641329084 -24.718214455611935
-0.68561872909699 -24.668310594417346 -24.65191021131951
-0.6789297658862876 -24.60153783080771 -24.586595207587592
-0.6722408026755853 -24.535676372126503 -24.522261036327627
-0.6655518394648829 -24.470717240000045 -24.458899728801665
-0.6588628762541806 -24.406651456054657 -24.396503816586623
-0.6521739130434783 -24.34347004191666 -24.335066405071654
-0.6454849498327759 -24.281164019212373 -24.260005559047798
-0.6387959866220736 -24.21972440956812 -24.199243271554977
-0.6321070234113713 -24.159142234610215 -24.139364048384863
-0.6254180602006689 -24.09940851596499 -24.080356859755693
-0.6187290969899666 -24.040514275258758 -24.022210731867112
-0.6120401337792643 -23.982450534117838 -23.964914746122105
-0.6053511705685619 -23.925208314168557 -23.90845803835669
-0.5986622073578596 -23.868778637037234 -23.852829798077437
-0.5919732441471572 -23.81315252435019 -23.798019267706536
-0.5852842809364549 -23.758320997733748 -23.74401574183444
-0.5785953177257526 -23.704275078814224 -23.690808566479813
-0.5719063545150502 -23.65100578921794 -23.638387138356844
-0.5652173913043479 -23.598504150571216 -23.58674090414955
-0.5585284280936456 -23.54676118450038 -23.535859359793182
-0.5518394648829432 -23.495767912631745 -23.48573204976229
-0.5451505016722409 -23.445515356591635 -23.436348566365552
-0.5384615384615385 -23.395994538006374 -23.38769854904681
-0.5317725752508362 -23.347196478502276 -23.339771683692412
-0.5250836120401338 -23.299112199705668 -23.29255770194431
-0.5183946488294314 -23.251732723242867 -23.246046380518823
-0.5117056856187291 -23.205049070740195 -23.200227540530648
-0.5050167224080268 -23.159052263823973 -23.155091046821944
-0.4983277591973244 -23.113733324120524 -23.110626807296207
-0.4916387959866221 -23.06908327325617 -23.066824772256833
-0.48494983277591974 -23.025093132857222 -23.02367493375035
-0.4782608695652174 -22.981753924550013 -22.98116732491444
-0.47157190635451507 -22.939056669960856 -22.939292019331056
-0.46488294314381273 -22.89699239071608 -22.898039130385055
-0.4581939799331104 -22.855552108441994 -22.857398810628897
-0.45150501672240806 -22.81472684476493 -22.817361251153994
-0.4448160535117057 -22.7745076213112 -22.77791668096918
-0.4381270903010034 -22.734885459707137 -22.739055366386673
-0.43143812709030105 -22.695851381579047 -22.700767610415618
-0.4247491638795987 -22.65739640855326 -22.663043752163038
-0.4180602006688964 -22.6195115622561 -22.625874166241694
-0.41137123745819404 -22.58218786431388 -22.58924926218424
-0.4046822742474917 -22.545416336352922 -22.553159483862807
-0.39799331103678925 -22.50918799999955 -22.517595308913254
-0.3913043478260869 -22.473493876880084 -22.482547248163314
-0.3846153846153846 -22.43832498862085 -22.448005845064074
-0.37792642140468224 -22.403672356848155 -22.413961675124398
-0.3712374581939799 -22.36952700318833 -22.38040534534811
-0.36454849498327757 -22.3358799492677 -22.34732749367388
-0.35785953177257523 -22.302722216712574 -22.31471878841792
-0.3511705685618729 -22.270044827149285 -22.282569927719663
-0.34448160535117056 -22.237838802204145 -22.250871638990585
-0.3377926421404682 -22.20609516350348 -22.219614678366366
-0.3311036789297659 -22.17480493267361 -22.188789830162584
-0.32441471571906355 -22.14395913134085 -22.158387906333992
-0.3177257525083612 -22.113548781131527 -22.128399745937514
-0.3110367892976589 -22.083564903671963 -22.07195860580131
-0.30434782608695654 -22.05399852058848 -22.04435080804526
-0.2976588628762542 -22.02484065350739 -22.01700642525487
-0.29096989966555187 -21.99608232405502 -21.989931172025788
-0.28428093645484953 -21.96771455385769 -21.9631284645803
-0.2775919732441472 -21.939728364541722 -21.936599860195944
-0.27090301003344486 -21.91211477773344 -21.910345400287902
-0.2642140468227425 -21.884864815059156 -21.88436388089622
-0.2575250836120402 -21.8579694981452 -21.858653067865042
-0.25083612040133785 -21.831419848617884 -21.83320986945146
-0.2441471571906355 -21.80520688810354 -21.80803047585573
-0.23745819397993317 -21.77932163822848 -21.783110472820937
-0.23076923076923084 -21.753755120619026 -21.758444934737575
-0.2240802675585284 -21.7284983569015 -21.73402850142464
-0.21739130434782605 -21.703542368702227 -21.709855441815712
-0.21070234113712372 -21.678878177647523 -21.68591970706903
-0.20401337792642138 -21.65449680536371 -21.662214975081593
-0.19732441471571904 -21.63038927347711 -21.638734687974846
-0.1906354515050167 -21.606546603614042 -21.615472083801073
-0.18394648829431437 -21.582959817400827 -21.592420223472352
-0.17725752508361203 -21.55961993646379 -21.569572013720183
-0.1705685618729097 -21.53651798242925 -21.54692022674154
-0.16387959866220736 -21.513644976923523 -21.524457517066075
-0.15719063545150502 -21.490991941572933 -21.50217643608287
-0.1505016722408027 -21.468549898003804 -21.48006944458795
-0.14381270903010035 -21.446309867842455 -21.458128923651344
-0.137123745819398 -21.424262872715204 -21.436347184052117
-0.13043478260869568 -21.402399934248376 -21.41471647448871
-0.12374581939799334 -21.380712074068292 -21.393228988738297
-0.117056856187291 -21.359190313801268 -21.371876871911343
-0.11036789297658867 -21.33782567507363 -21.350652225924666
-0.10367892976588633 -21.316609179511694 -21.329547114297643
-0.09698996655518399 -21.29553184874179 -21.308553566360292
-0.09030100334448166 -21.274584704390225 -21.28766358094907
-0.08361204013377932 -21.253758768083333 -21.266869129655138
-0.07692307692307698 -21.233045061447427 -21.246162159680722
-0.07023411371237465 -21.212434606108832 -21.225534596351345
-0.06354515050167231 -21.19191842369387 -21.204978345325166
-0.05685618729096986 -21.171487535828852 -21.18448529453511
-0.050167224080267525 -21.151132964140114 -21.164047315894585
-0.04347826086956519 -21.130845730253967 -21.143656266793695
-0.03678929765886285 -21.11061685579673 -21.123303991409166
-0.030100334448160515 -21.09043736239473 -21.102982321848366
-0.02341137123745818 -21.07029827167429 -21.08268307914488
-0.01672240802675584 -21.050190605261722 -21.062398074125053
-0.010033444816053505 -21.030105384783354 -21.04211910814167
-0.0033444816053511683 -21.010033631865504 -21.021837973719553
0.0033444816053511683 -20.989966368134496 -21.00154645509413
0.010033444816053505 -20.969894615216646 -20.981236328655246
0.01672240802675584 -20.949809394738278 -20.960899363318543
0.02341137123745818 -20.92970172832571 -20.940527320818198
0.030100334448160515 -20.90956263760527 -20.920111955929514
0.03678929765886285 -20.88938314420327 -20.899645016625023
0.04347826086956519 -20.869154269746033 -20.879118244166182
0.050167224080267525 -20.848867035859886 -20.8585233731317
0.05685618729096986 -20.828512464171144 -20.837852131381165
0.0635451505016722 -20.808081576306133 -20.817096239950885
0.07023411371237454 -20.787565393891168 -20.796247412875168
0.07692307692307687 -20.766954938552573 -20.77529735692265
0.08361204013377921 -20.746241231916667 -20.7542377712307
0.09030100334448155 -20.725415295609775 -20.733060346812685
0.09698996655518388 -20.70446815125821 -20.711756765899267
0.10367892976588622 -20.683390820488306 -20.69031870105502
0.11036789297658856 -20.662174324926372 -20.668737813979334
0.11705685618729089 -20.640809686198732 -20.64700575384877
0.12374581939799323 -20.619287925931708 -20.62511415497069
0.13043478260869557 -20.597600065751624 -20.603054633367478
0.1371237458193979 -20.575737127284796 -20.580818781639753
0.14381270903010024 -20.553690132157545 -20.558398160950183
0.15050167224080258 -20.531450101996196 -20.535784287971566
0.1571906354515049 -20.509008058427067 -20.512968612563867
0.16387959866220725 -20.486355023076477 -20.489942477301856
0.17056856187290959 -20.463482017570755 -20.46669703870011
0.17725752508361192 -20.44038006353621 -20.44322309956022
0.18394648829431426 -20.417040182599173 -20.419510707769412
0.1906354515050166 -20.393453396385958 -20.39554802615453
0.19732441471571893 -20.36961072652289 -20.371317254832352
0.2040133779264215 -20.34550319463629 -20.346771734194352
0.21070234113712383 -20.321121822352477 -20.32135502272487
0.21739130434782616 -20.296457631297773 -20.29764181047003
0.2240802675585285 -20.271501643098496 -20.272128999975333
0.23076923076923084 -20.246244879380974 -20.246490598361685
0.23745819397993317 -20.220678361771522 -20.220581727123044
0.2441471571906355 -20.19479311189646 -20.19437356930233
0.25083612040133785 -20.168580151382113 -20.16785155113343
0.2575250836120402 -20.1420305018548 -20.14100470316513
0.2642140468227425 -20.115135184940844 -20.11382331106773
0.27090301003344486 -20.08788522226656 -20.08629818630517
0.2775919732441472 -20.060271635458275 -20.058420387701776
0.28428093645484953 -20.03228544614231 -20.030181098924952
0.29096989966555187 -20.00391767594498 -20.001571568599033
0.2976588628762542 -19.97515934649261 -19.972583078527368
0.30434782608695654 -19.94600147941152 -19.943206925659005
0.3110367892976589 -19.916435096328037 -19.91343441125339
0.3177257525083612 -19.886451218868473 -19.883256834032306
0.32441471571906355 -19.85604086865915 -19.85266548564638
0.3311036789297659 -19.825195067326394 -19.82165164753959
0.3377926421404682 -19.79390483649652 -19.79020658868731
0.34448160535117056 -19.762161197795855 -19.758321563896384
0.3511705685618729 -19.729955172850715 -19.725987812476134
0.35785953177257523 -19.697277783287422 -19.693196557159798
0.36454849498327757 -19.6641200507323 -19.65993900319814
0.3712374581939799 -19.63047299681167 -19.626206337573585
0.37792642140468224 -19.596327643151845 -19.591989728299883
0.3846153846153846 -19.561675011379155 -19.55728032378324
0.3913043478260869 -19.526506123119916 -19.52206925222795
0.39799331103678925 -19.49081200000045 -19.4863476210747
0.4046822742474916 -19.454583663647078 -19.450106516462693
0.41137123745819393 -19.41781213568612 -19.41333700270945
0.41806020066889626 -19.3804884377439 -19.376030121803463
0.4247491638795986 -19.34260359144674 -19.33817689290626
0.43143812709030094 -19.304148618420953 -19.299768311861257
0.4381270903010033 -19.265114540292863 -19.260795350707287
0.4448160535117056 -19.2254923786888 -19.221248957195304
0.45150501672240795 -19.185273155235073 -19.181120054307033
0.4581939799331103 -19.144447891558006 -19.140399539774556
0.4648829431438126 -19.103007609283924 -19.09907828560011
0.47157190635451496 -19.060943330039144 -19.0571471375755
0.4782608695652173 -19.018246075449987 -19.014596914800553
0.48494983277591963 -18.974906867142778 -18.971418409200265
0.49163879598662197 -18.930916726743835 -18.927602385040295
0.4983277591973243 -18.886266675879476 -18.883139578440492
0.5050167224080266 -18.840947736176027 -18.83802069688622
0.511705685618729 -18.794950929259805 -18.792236418737303
0.5183946488294313 -18.748267276757137 -18.745777392734368
0.5250836120401337 -18.700887800294336 -18.69863423750242
