X1 cel podstawowe
0.0 0.0 -0.4291502449943651
10.090909090909092 4.812251543869772 4.814479358248892
20.181818181818183 6.10628636153466 6.066772092628657
30.272727272727273 6.885492769150056 6.880000829360319
40.36363636363637 7.44480429230516 7.474301421360146
50.45454545454546 7.881397610809625 7.907934185477114
60.54545454545455 8.239552000227809 8.252991665236449
70.63636363636364 8.543205634119017 8.542415222312925
80.72727272727273 8.8067755233465 8.793505406633102
90.81818181818183 9.03962067407387 9.016348265751674
100.90909090909092 9.248162300547579 9.273387582149503
111.00000000000001 9.43699774259019 9.453259591459377
121.0909090909091 9.609531847449734 9.619001071562174
131.1818181818182 9.768356770590188 9.772780776222604
141.27272727272728 9.915491660351766 9.91626006445406
151.36363636363637 10.052540016487315 10.050747567073056
161.45454545454547 10.180796484722116 10.177298188014744
171.54545454545456 10.301321412743006 10.296778870091542
181.63636363636365 10.414994184033128 10.409913726575606
191.72727272727275 10.522552189735375 10.517315914037122
201.81818181818184 10.624619843268324 10.619510721548034
211.90909090909093 10.721730542718584 10.716952679895893
222.00000000000003 10.814343542920238 10.810038498382779
232.09090909090912 10.90285709048438 10.899117025120358
242.1818181818182 10.987618773063472 10.9844970409228
252.27272727272728 11.068933763082761 11.066453447246099
262.3636363636364 11.14707144994196 11.145232244036853
272.4545454545455 11.22227082454272 11.221054582034864
282.54545454545456 11.294744887618865 11.294120098761491
292.6363636363637 11.364684286836663 11.364609698311881
302.72727272727275 11.432260339116771 11.432687923659941
312.81818181818187 11.497627558809896 11.498505349103835
322.90909090909093 11.56092578561493 11.562182050193023
333.0 11.622281985953402 11.623886564556827
343.0909090909091 11.681811786146357 11.683697294440337
353.1818181818182 11.73962078392811 11.741730896072886
363.2727272727273 11.795805675675549 11.798086012048834
373.3636363636364 11.850455229578728 11.852853643233443
383.4545454545455 11.903651129348237 11.906118075820196
393.54545454545456 11.95546870859216 11.957957540584482
403.6363636363637 12.005977592434968 12.008444774284204
413.72727272727275 12.055242260091926 12.057647512911478
423.81818181818187 12.103322539804111 12.105628929329578
433.90909090909093 12.150274045664194 12.152448023520485
444.00000000000006 12.19614856433248 12.198159971812775
454.0909090909091 12.240994398386698 12.242816440323926
464.18181818181824 12.284856672013444 12.28646586702306
474.2727272727273 12.327777603891484 12.329153716168232
484.3636363636364 12.369796751403632 12.370922708340697
494.4545454545455 12.410951229717838 12.411813028856981
504.54545454545456 12.451275908778387 12.45186251696921
514.6363636363636 12.490803590827186 12.491106837950694
524.7272727272727 12.529565170719696 12.529579639897669
534.8181818181819 12.567589780998539 12.567312696850472
544.909090909091 12.604904923431427 12.604336039642412
555.0 12.641536588501165 12.640678075716671
565.0909090909091 12.677509364148163 12.676365699006455
575.1818181818182 12.71284653490499 12.711424390847924
585.2727272727274 12.747570172424014 12.745878312786186
595.3636363636364 12.781701218279528 12.779750392039347
605.4545454545455 12.81525955982229 12.813062400302373
615.5454545454546 12.848264099774427 12.845835026499609
625.6363636363637 12.880732820174563 12.878087944030645
635.7272727272727 12.912682841214744 12.90983987299785
645.8181818181819 12.944130475451164 12.941108637854073
655.909090909091 12.97509127781843 12.971911220864984
666.0 13.005580091831247 13.002263811741466
676.0909090909091 13.035611092317065 13.032181853762904
686.1818181818182 13.065197824987612 13.061680086681257
696.2727272727274 13.094353243125862 13.090772586668422
706.3636363636364 13.12308974163712 13.119472803544848
716.4545454545455 13.151419188688271 13.147793595505382
726.5454545454546 13.179352955137352 13.175747261538657
736.6363636363637 13.206901941936044 13.20334557171882
746.7272727272727 13.234076605670404 13.230599795532363
756.8181818181819 13.260886982389556 13.257520728388709
766.909090909091 13.287342709858253 13.284118716450276
777.0000000000001 13.313453048356784 13.310403679906166
787.0909090909091 13.33922690014054 13.336385134803141
797.1818181818182 13.364672827661584 13.362072213538054
807.2727272727274 13.389799070645537 13.387473684107297
817.3636363636364 13.414613562109015 13.412597968201105
827.4545454545455 13.439123943395513 13.43745315822334
837.5454545454546 13.463337578301049 13.462047033311098
847.6363636363637 13.487261566354904 13.48638707442249
857.7272727272727 13.510902755315383 13.5104804785557
867.8181818181819 13.534267752935618 13.534334172157491
877.909090909091 13.557362938050007 13.557954823774935
888.0000000000001 13.58019447102781 13.581348856000012
898.0909090909091 13.602768303636774 13.604522456753099
908.1818181818182 13.62509018835629 13.627481589947832
918.2727272727274 13.647165687176537 13.650232005576843
928.3636363636365 13.669000179917287 13.672779249254889
938.4545454545455 13.69059887209752 13.695128671253345
948.5454545454546 13.711966802384591 13.717285435057551
958.6363636363637 13.733108849649689 13.739254525476309
968.7272727272727 13.754029739654225 13.761040756330791
978.8181818181819 13.774734051390142 13.782648777748184
988.909090909091 13.795226223095382 13.804083083083706
999.0 13.815510557964274 13.825348015492985
