X1 cel rozszerzone
-1000.0 -5000003021.0 -5.002537664753428E9
-993.3110367892976 -4900338189.809474 -4.902827871862124E9
-986.6220735785953 -4802006647.110292 -4.80445186501755E9
-979.9331103678929 -4704999414.528777 -4.707400663398215E9
-973.2441471571906 -4609307513.691248 -4.611665286182635E9
-966.5551839464883 -4514921966.224028 -4.517236752549321E9
-959.866220735786 -4421833793.753435 -4.424106081676784E9
-953.1772575250836 -4330034017.905791 -4.332264292743535E9
-946.4882943143813 -4239513660.3074174 -4.2417024049280887E9
-939.7993311036789 -4150263742.584635 -4.152411437408957E9
-933.1103678929766 -4062275286.3637652 -4.064382409364652E9
-926.4214046822742 -3975539313.2711277 -3.9776063399736853E9
-919.7324414715719 -3890046844.933044 -3.8920742484145703E9
-913.0434782608695 -3805788902.975836 -3.8077771538658175E9
-906.3545150501673 -3722756509.025824 -3.7247060755059423E9
-899.6655518394649 -3640940684.7093277 -3.6428520325134535E9
-892.9765886287626 -3560332451.652669 -3.5622060440668645E9
-886.2876254180602 -3480922831.4821687 -3.482759129344687E9
-879.5986622073578 -3402702845.824148 -3.4045023075254354E9
-872.9096989966555 -3325663516.3049273 -3.327426597787619E9
-866.2207357859531 -3249795864.550828 -3.251523019309752E9
-859.5317725752509 -3175090912.1881723 -3.176782591270347E9
-852.8428093645484 -3101539680.843277 -3.1031963328479137E9
-846.1538461538462 -3029133192.142467 -3.0307552632209682E9
-839.4648829431438 -2957862467.712062 -2.95945040156802E9
-832.7759197324415 -2887718529.1783824 -2.88927276706758E9
-826.0869565217391 -2818692398.167749 -2.820213378898164E9
-819.3979933110368 -2750775096.306483 -2.7522632562382817E9
-812.7090301003344 -2683957645.2209063 -2.6854134182664466E9
-806.0200668896321 -2618231066.5373383 -2.61965488416117E9
-799.3311036789298 -2553586381.8821015 -2.554978673100966E9
-792.6421404682275 -2490014612.881516 -2.4913758042643447E9
-785.9531772575251 -2427506781.1619015 -2.4288372968298187E9
-779.2642140468228 -2366053908.3495803 -2.3673541699759007E9
-772.5752508361204 -2305647016.070873 -2.306917442881103E9
-765.886287625418 -2246277125.9521008 -2.247518134723938E9
-759.1973244147157 -2187935259.619584 -2.1891472646829176E9
-752.5083612040133 -2130612438.6996439 -2.1317958519365535E9
-745.819397993311 -2074299684.8186014 -2.075454915663359E9
-739.1304347826087 -2018988019.6027782 -2.0201154750418463E9
-732.4414715719063 -1964668464.678493 -1.9657685492505262E9
-725.752508361204 -1911332041.6720695 -1.9124051574679132E9
-719.0635451505017 -1858969772.2098267 -1.8600163188725178E9
-712.3745819397993 -1807572677.9180858 -1.808593052642852E9
-705.685618729097 -1757131780.4231677 -1.7581263779574294E9
-698.9966555183946 -1707638101.351394 -1.7086073139947612E9
-692.3076923076924 -1659082662.3290856 -1.660026879933361E9
-685.6187290969899 -1611456484.9825616 -1.6123760949517384E9
-678.9297658862877 -1564750590.9381456 -1.5656459782284088E9
-672.2408026755852 -1518956001.822156 -1.5198275489418817E9
-665.551839464883 -1474063739.260916 -1.4749118262706716E9
-658.8628762541806 -1430064824.880745 -1.430889829393289E9
-652.1739130434783 -1386950280.3079643 -1.3877525774882472E9
-645.4849498327759 -1344711127.1688945 -1.3454910897340577E9
-638.7959866220735 -1303338387.089857 -1.3040963853092332E9
-632.1070234113713 -1262823081.6971734 -1.2635594833922863E9
-625.4180602006688 -1223156232.6171622 -1.223871403161728E9
-618.7290969899666 -1184328861.4761474 -1.185023163796072E9
-612.0401337792642 -1146331989.9004476 -1.1470057844738293E9
-605.3511705685619 -1109156639.5163844 -1.1098102843735127E9
-598.6622073578595 -1072793831.9502789 -1.0734276826736343E9
-591.9732441471572 -1037234588.828452 -1.0378489985527066E9
-585.2842809364549 -1002469931.7772249 -1.0030652511892422E9
-578.5953177257525 -968490882.4229171 -9.690674597617517E8
-571.9063545150502 -935288462.3918517 -9.358466434487494E8
-565.2173913043478 -902853693.3103472 -9.033938214287456E8
-558.5284280936455 -871177596.8047271 -8.717000128802545E8
-551.8394648829432 -840251194.5013102 -8.407562369817868E8
-545.1505016722408 -810065508.0264184 -8.105535129118552E8
-538.4615384615385 -780611559.0063723 -7.810828598489718E8
-531.7725752508361 -751880369.067493 -7.523352969716495E8
-525.0836120401339 -723862959.8361015 -7.243018434584001E8
-518.3946488294314 -696550352.9385178 -6.969735184877352E8
-511.7056856187291 -669933570.0010643 -6.703413412381681E8
-505.01672240802674 -644003632.6500608 -6.443963308882104E8
-498.32775919732444 -618751562.5118288 -6.191295066163745E8
-491.6387959866221 -594168381.2126887 -5.945318876011726E8
-484.94983277591973 -570245110.3789617 -5.705944930211167E8
-478.2608695652174 -546972771.6369689 -5.473083420547193E8
-471.571906354515 -524342386.6130307 -5.2466445388049287E8
-464.88294314381267 -502344976.93346846 -5.026538476769491E8
-458.1939799331103 -480971564.22460294 -4.8126754262260044E8
-451.5050167224081 -460213170.1127554 -4.604965578959596E8
-444.8160535117057 -440060816.224246 -4.4033191267553794E8
-438.12709030100336 -420505524.1853961 -4.2076462613984823E8
-431.438127090301 -401538315.6225265 -4.017857174674025E8
-424.74916387959865 -383150212.1619583 -3.8338620583671296E8
-418.0602006688963 -365332235.4300122 -3.65557110426292E8
-411.37123745819395 -348075407.05300915 -3.482894504146517E8
-404.6822742474916 -331370748.65727025 -3.315742449803044E8
-397.99331103678935 -315209281.86911637 -3.154025133017625E8
-391.304347826087 -299582028.3148682 -2.9976527455753773E8
-384.61538461538464 -284480009.6208466 -2.846535479261425E8
-377.9264214046823 -269894247.4133728 -2.7005835258608913E8
-371.23745819397993 -255815763.3187675 -2.559707077158898E8
-364.5484949832776 -242235578.96335167 -2.423816324940567E8
-357.8595317725752 -229144715.97344622 -2.2928214609910208E8
-351.17056856187287 -216534195.97537208 -2.166632677095381E8
-344.4816053511705 -204395040.59545007 -2.04516016503877E8
-337.7926421404683 -192718271.46000144 -1.9283141166063124E8
-331.1036789297659 -181494910.19534662 -1.8160047235831252E8
-324.41471571906357 -170715978.4278067 -1.708142177754333E8
-317.7257525083612 -160372497.78370267 -1.6046366709050575E8
-311.03678929765886 -150455489.88935533 -1.505398394820421E8
-304.3478260869565 -140955976.3710857 -1.4103375412855452E8
