X1 cel rozszerzone
0.0 1.0 1.0
0.0707070707070707 1.068149465242506 1.068149465242506
0.1414141414141414 1.130960952563984 1.130960952563984
0.2121212121212121 1.1881205673799973 1.1881205673799973
0.2828282828282828 1.2393426598149515 1.2393426598149515
0.35353535353535354 1.2843712522108655 1.2843712522108655
0.4242424242424242 1.3229813183519843 1.3229813183519843
0.4949494949494949 1.354979908012429 1.354979908012429
0.5656565656565656 1.3802071112070626 1.3802071112070626
0.6363636363636364 1.3985368573268135 1.3985368573268135
0.7070707070707071 1.409877545164857 1.409877545164857
0.7777777777777778 1.4141725006851542 1.4141725006851542
0.8484848484848484 1.4114002602456908 1.4114002602456908
0.9191919191919191 1.4015746778610398 1.4015746778610398
0.9898989898989898 1.3847448559682078 1.3847448559682078
1.0606060606060606 1.3609949000417583 1.3609949000417583
1.1313131313131313 1.3304434982844995 1.3304434982844995
1.202020202020202 1.2932433284941967 1.2932433284941967
1.2727272727272727 1.2495802950704307 1.2495802950704307
1.3434343434343434 1.199672599974599 1.199672599974599
1.4141414141414141 1.1437696522858425 1.1437696522858425
1.4848484848484849 1.082150821802296 1.082150821802296
1.5555555555555556 1.0151240429164243 1.0151240429164243
1.6262626262626263 0.9430242757414443 0.9430242757414443
1.6969696969696968 0.8662118321792156 0.8662118321792155
1.7676767676767675 0.7850705752949145 0.7850705752949145
1.8383838383838382 0.700006000996958 0.700006000996958
1.909090909090909 0.6114432116087933 0.6114432116087933
1.9797979797979797 0.5198247914594516 0.5198247914594516
2.0505050505050506 0.4256085951093944 0.4256085951093944
2.121212121212121 0.3292654592648 0.3292654592648
2.191919191919192 0.23127684981477337 0.23127684981477337
2.2626262626262625 0.1321324557502075 0.1321324557502075
2.333333333333333 0.03232774198844868 0.03232774198844868
2.404040404040404 -0.06763852666669057 -0.06763852666669057
2.4747474747474745 -0.1672667780557947 -0.1672667780557946
2.5454545454545454 -0.26605912922939845 -0.26605912922939856
2.616161616161616 -0.3635218745718627 -0.3635218745718627
2.686868686868687 -0.45916795304941954 -0.45916795304941954
2.7575757575757573 -0.5525193822525272 -0.5525193822525272
2.8282828282828283 -0.643109647068651 -0.643109647068651
2.898989898989899 -0.730486031048282 -0.730486031048282
2.9696969696969697 -0.8142118788134243 -0.8142118788134243
3.04040404040404 -0.8938687782023592 -0.8938687782023592
3.111111111111111 -0.9690586512456352 -0.9690586512456352
3.1818181818181817 -1.0394057435238089 -1.0394057435238089
3.2525252525252526 -1.1045585019653226 -1.1045585019653226
3.323232323232323 -1.164191331700383 -1.164191331700383
3.3939393939393936 -1.2180062231911382 -1.2180062231911382
3.4646464646464645 -1.2657342415067123 -1.2657342415067123
3.535353535353535 -1.3071368703005886 -1.3071368703005886
3.606060606060606 -1.342007203773939 -1.342007203773939
3.6767676767676765 -1.3701709806681692 -1.3701709806681692
3.7474747474747474 -1.3914874551194036 -1.3914874551194036
3.818181818181818 -1.40585010002289 -1.40585010002289
3.888888888888889 -1.4131871393923294 -1.4131871393923294
3.9595959595959593 -1.413461907053713 -1.413461907053713
4.03030303030303 -1.4066730298811283 -1.4066730298811283
4.101010101010101 -1.392854434658826 -1.392854434658826
4.171717171717171 -1.372075178535265 -1.372075178535265
4.242424242424242 -1.344439103916411 -1.344439103916411
4.313131313131313 -1.3100843195229444 -1.3100843195229444
4.383838383838384 -1.26918251020473 -1.26918251020473
4.454545454545454 -1.2219380789617005 -1.2219380789617005
4.525252525252525 -1.1685871254588103 -1.1685871254588103
4.595959595959596 -1.1093962661398549 -1.1093962661398549
4.666666666666666 -1.0446613018365096 -1.0446613018365096
4.737373737373737 -0.9747057395310951 -0.9747057395310951
4.808080808080808 -0.8998791756604314 -0.8998791756604314
4.878787878787879 -0.8205555490400546 -0.8205555490400546
4.949494949494949 -0.7371312721396561 -0.7371312721396561
5.02020202020202 -0.6500232500485148 -0.6500232500485148
5.090909090909091 -0.559666797030971 -0.559666797030971
5.161616161616162 -0.4665134610837471 -0.4665134610837471
5.232323232323232 -0.37102876736669965 -0.37102876736669965
5.303030303030303 -0.2736898917839886 -0.2736898917839886
5.373737373737374 -0.17498327634174415 -0.17498327634174415
5.444444444444445 -0.07540219819923577 -0.07540219819923577
5.515151515151515 0.024555695437995184 0.024555695437995184
5.585858585858586 0.12439087426391238 0.12439087426391238
5.656565656565657 0.223604421228368 0.22360442122836788
5.727272727272727 0.3217005258288077 0.3217005258288077
5.797979797979798 0.4181889618772945 0.4181889618772945
5.8686868686868685 0.5125875373604232 0.5125875373604232
5.9393939393939394 0.6044245041492079 0.6044245041492079
6.0101010101010095 0.6932409155166169 0.6932409155166169
6.08080808080808 0.7785929196812947 0.7785929196812947
6.151515151515151 0.8600539779156819 0.8600539779156819
6.222222222222222 0.9372169961337649 0.9372169961337649
6.292929292929292 1.009696359306026 1.009696359306026
6.363636363636363 1.0771298585348048 1.0771298585348048
6.434343434343434 1.1391805011596783 1.1391805011596783
6.505050505050505 1.1955381948470403 1.1955381948470403
6.575757575757575 1.2459212972477878 1.2459212972477878
6.646464646464646 1.2900780234788516 1.2900780234788516
6.717171717171717 1.327787704394801 1.327787704394801
6.787878787878787 1.3588618893614426 1.3588618893614426
6.858585858585858 1.3831452880203923 1.3831452880203923
6.929292929292929 1.4005165463382423 1.4005165463382423
7.0 1.4108888530620938 1.4108888530620938
